transaction_id,date,ticker,action,shares,price,total_value,stop_loss,take_profit,reason,regime_at_entry,composite_score,factor_scores,signal_rank
b93d79dc,2026-02-28,SAIA,BUY,198,405.39,80267.22,377.01,486.47,SIGNAL,BULL,81.3,"{""momentum"": 96.1, ""volatility"": 38.0, ""volume"": 41.4, ""relative_strength"": 100, ""mean_reversion"": 81.8, ""rsi"": 90.0, ""composite"": 81.3}",
caccfb71,2026-02-28,APA,BUY,2646,30.37,80359.02,28.24,36.44,SIGNAL,BULL,74.3,"{""momentum"": 91.6, ""volatility"": 44.9, ""volume"": 53.8, ""relative_strength"": 85.7, ""mean_reversion"": 54.6, ""rsi"": 75.0, ""composite"": 74.3}",
0a831c4f,2026-02-28,CRGY,BUY,6893,11.66,80372.38,10.84,13.99,SIGNAL,BULL,73.6,"{""momentum"": 100, ""volatility"": 36.3, ""volume"": 60.1, ""relative_strength"": 96.6, ""mean_reversion"": 31.1, ""rsi"": 55.0, ""composite"": 73.6}",
9ebd8806,2026-02-28,FTAI,BUY,262,305.8,80119.6,284.39,366.96,SIGNAL,BULL,75.7,"{""momentum"": 89.2, ""volatility"": 34.3, ""volume"": 91.9, ""relative_strength"": 79.0, ""mean_reversion"": 58.8, ""rsi"": 75.0, ""composite"": 75.7}",
1688d16f,2026-02-28,IIPR,BUY,1517,52.96,80340.32,49.25,63.55,SIGNAL,BULL,73.1,"{""momentum"": 87.2, ""volatility"": 46.3, ""volume"": 79.8, ""relative_strength"": 72.2, ""mean_reversion"": 52.5, ""rsi"": 75.0, ""composite"": 73.1}",
2c3569eb,2026-02-28,SJM,BUY,693,115.95,80353.35,107.83,139.14,SIGNAL,BULL,78.8,"{""momentum"": 83.8, ""volatility"": 64.0, ""volume"": 98.4, ""relative_strength"": 77.4, ""mean_reversion"": 66.7, ""rsi"": 75.0, ""composite"": 78.8}",
8ddacaab,2026-02-28,DTM,BUY,578,138.84,80249.52,129.12,166.61,SIGNAL,BULL,67.6,"{""momentum"": 81.2, ""volatility"": 78.5, ""volume"": 55.3, ""relative_strength"": 73.7, ""mean_reversion"": 74.5, ""rsi"": 35.0, ""composite"": 67.6}",
a6865531,2026-02-28,ETR,BUY,750,107.11,80332.5,99.61,128.53,SIGNAL,BULL,67.8,"{""momentum"": 83.6, ""volatility"": 75.8, ""volume"": 45.0, ""relative_strength"": 79.3, ""mean_reversion"": 71.1, ""rsi"": 35.0, ""composite"": 67.8}",
1b2b5e86,2026-02-28,PKG,BUY,346,232.14,80320.44,215.89,278.57,SIGNAL,BULL,68.4,"{""momentum"": 76.8, ""volatility"": 64.6, ""volume"": 51.0, ""relative_strength"": 59.0, ""mean_reversion"": 94.4, ""rsi"": 70.0, ""composite"": 68.4}",
8113fb14,2026-02-28,BKR,BUY,800,65.26,52208.0,60.69,78.31,SIGNAL,BULL,70.3,"{""momentum"": 92.4, ""volatility"": 60.1, ""volume"": 45.0, ""relative_strength"": 90.4, ""mean_reversion"": 63.1, ""rsi"": 35.0, ""composite"": 70.3}",
7c5ac12b,2026-02-28,EOG,BUY,400,124.08,49632.0,115.39,148.9,SIGNAL,BULL,72.4,"{""momentum"": 80.2, ""volatility"": 64.0, ""volume"": 53.4, ""relative_strength"": 74.9, ""mean_reversion"": 73.8, ""rsi"": 75.0, ""composite"": 72.4}",
aa46f3b0,2026-02-28,AEP,BUY,100,133.82,13382.0,124.45,160.58,SIGNAL,BULL,67.4,"{""momentum"": 81.3, ""volatility"": 77.4, ""volume"": 47.4, ""relative_strength"": 79.7, ""mean_reversion"": 67.4, ""rsi"": 35.0, ""composite"": 67.4}",
41a233e7,2026-03-01,MIDD,BUY,475,168.86,80208.5,157.04,202.63,SIGNAL,BULL,78.5,"{""momentum"": 91.8, ""volatility"": 57.0, ""volume"": 65.1, ""relative_strength"": 85.1, ""mean_reversion"": 73.3, ""rsi"": 75.0, ""composite"": 78.5}",
427930c9,2026-03-01,MTZ,BUY,269,298.02,80167.38,277.16,357.62,SIGNAL,BULL,73.9,"{""momentum"": 98.5, ""volatility"": 51.9, ""volume"": 65.5, ""relative_strength"": 100, ""mean_reversion"": 40.8, ""rsi"": 35.0, ""composite"": 73.9}",
